,Interlimb,Body_Width,Pelvic_Width,Pelvic_Height,Head_Width,Snout_Eye,Eye_Diameter,Head_Depth,Tail_Width,Tail_Length,Upper_Arm,Lower_Arm,Hand,Upper_Leg,Lower_Leg,Foot,Neck,Pos_Skull,Size
1,0.903815329019053,0.136491943467624,-0.914367893787001,-0.172690796293966,0.295163205051729,-1.19370600344485,-1.26404164226675,-0.0526545315015865,-0.277993473379232,2.58890592833179,-0.279730087419149,-0.174775216016878,-0.246118264848783,0.165119133749077,0.263698446775127,0.569717422410977,-0.0141621181557901,-0.332671381691387,3.12812177307443
2,0.761477702690846,0.202029274104228,-0.94170945713119,-0.18046850196124,0.161792816831112,-1.14333376617967,-1.51272576909865,-0.107628812681832,-0.350388739346015,2.59740104322654,-0.287292913752943,-0.366115559211109,-0.13405256625983,0.305435519059955,0.363903716386437,0.654156377757367,0.142087745751779,-0.164568110185781,3.04095362610721
3,0.868084767215379,0.120624740575818,-0.788303043870644,-0.142595588382259,0.249966114889998,-1.11001981492594,-1.36323828033958,-0.12404404105028,-0.345574388564863,2.56072007563784,-0.290691759300811,-0.290691759300811,-0.206864240404712,0.433084802056971,0.315444044269505,0.594607219265006,-0.120572676294822,-0.359936171475795,3.12625528070198
4,0.965714596186878,0.104906133873944,-0.965767538889947,-0.196337053580371,-0.00911020072186283,-1.15625240632306,-1.27076211663448,-0.147337662503595,-0.513536079390009,2.68794800276632,-0.143162291093115,-0.232774449782802,-0.033880900692052,0.24185712585476,0.360135066252084,0.586798862589547,0.169212393949038,-0.447651481861277,2.96454117750233
5,0.852947138804531,-0.0773612041489351,-0.852246486967662,-0.212587991358703,0.0591302301040644,-0.859626594265284,-1.26324156308529,-0.175781806367652,-0.495326475021331,2.7556196088052,-0.152990551919395,-0.226255630087366,-0.10251976378509,0.181391455757547,0.286403174760285,0.598988428434233,0.157570302917317,-0.474112272576469,2.95149065594368
6,0.839180598262673,0.0683491057874619,-0.870096542662475,-0.326611704053826,0.082503994809995,-1.09459053307456,-1.43072498891228,-0.177624353690763,-0.447239691842441,2.64050176419451,-0.119266269616208,-0.191220756207862,-0.0972181323944453,0.311357398128111,0.330632138785837,0.641003669678924,0.132260450354276,-0.29119614754693,2.87292698197047
7,1.10395897774784,0.491638719590363,-0.712121522294556,-0.376712549994673,0.195416885590448,-1.26749552232162,-1.14560570471258,-0.162729368079127,-0.569729395905376,2.55953427027314,-0.258591847612136,-0.285972065880413,-0.0568781752770105,0.152931845167734,0.185071965748055,0.54079324885765,-0.00840341877459971,-0.385106342123141,2.95389447589184
8,1.11686422912484,0.514159866165848,-0.647253323741293,-0.293875992024117,0.168694006761835,-1.18978339705529,-1.21306108192464,-0.170329251650983,-0.506418419889807,2.34641921684969,-0.256296242122707,-0.262578985302202,-0.16650515521258,0.186281833288398,0.170512189080893,0.547105512908125,-0.00800191138647949,-0.335933093869524,2.92143894221364
9,1.02989692592074,0.49961317906301,-0.679936817541789,-0.357930002548933,0.157333611514412,-1.20318496130634,-1.25824473848936,-0.17101777204638,-0.55570781757958,2.43063471562457,-0.26849314406129,-0.31956501172173,-0.115344769620138,0.188452244224049,0.250434214199808,0.556518542743452,0.179083449397001,-0.362541847771496,2.92595155904744
10,1.05662731925029,0.454553853695345,-0.539804489239916,-0.325377700140123,0.137793301255168,-1.23778493198788,-1.23584882296101,-0.195647296449318,-0.585177163139455,2.52395587039093,-0.288704377290734,-0.290205879074331,-0.0820501187256131,0.173863573665422,0.221370777396882,0.595726331920397,0.0281795483660238,-0.411469796932072,2.87872151148135
